"xxx"	"xxx"	"xxx"	"Investment Banking Analyst at Citi"	"New York, New York"	500	"Columbia University in the City of New York"	2012	"2013"	"   Statistics"	"   Master of Arts (MA)"	"University of Nottingham"	2008	"2012"	"   Environmental Engineering"	"   Bachelor of Engineering (BEng)"	""	NA	NA	""	""	"Morgan Stanley"	2013.7	"2013.9"	"   Summer Analyst, Fixed Income Sales and Trading"	"   Beijing"	"Citi"	2014.6	"2014.8"	"   Investment Banking Summer Analyst"	"   Hong Kong"	"Citi"	2014.9	"present"	"   Investment Banking Analyst"	"   Hong Kong"	NA
"xxx"	"xxx"	"xxx"	"Investment Manager at Private Equity"	"Greater New York City Area"	500	"Columbia University in the City of New York"	2013	"2015"	"   Statistics"	"   Master&#39;s Degree"	"University of Colorado Boulder"	2010	"2013"	"   Mathematics, Economics"	"   Bachelor&#39;s Degree"	""	NA	NA	""	""	"Chubb (formerly ACE Group)"	2014.6	"2014.8"	"   Capital Management &amp; Corporate Finance, Summer Analyst"	"   Philadelphia, PA"	"Barclays Investment Bank"	2015.1	"2017.6"	"   Global Finance, Senior Analyst"	"   Greater New York City Area"	"Private Equity (Family Office)"	2017.7	"present"	"   Investment Manager"	"   Shanghai City, China"	NA
"xxx"	"xxx"	"xxx"	"Data Scientist at PulsePoint"	"Greater New York City Area"	461	"Columbia University in the City of New York"	2013	"2014"	"   Statistics"	"   Master of Arts (MA)"	"University of Maryland College Park"	2011	"2011"	"   Business Administration and Management, General"	"   Exchange Student Program"	"National Taiwan University"	2007	2012	"   Operations Research"	"   Bachelor of Business Administration (BBA)"	"National Taiwan University"	2012.2	"2012.8"	"   Research Assistant"	""	"Army, R.O.C."	2012.8	"2013.7"	"   Second Lieutenant"	"   Taiwan"	"PulsePoint"	2015.3	"present"	"   Data Scientist"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Financial Markets Research Analyst at JPMorgan Chase &amp; Co."	"New York, New York"	500	"Columbia University in the City of New York"	2014	"2015"	"   Statistics"	"   Master&#39;s degree"	"New York University"	2012	"2012"	"   Global Financial Markets"	"   Summer exchange program"	"Zhejiang University"	2010	2014	"   Economics, Finance"	"   Bachelor&#39;s degree"	"PROPCY"	2015.3	"2015.5"	"   Investment Analysis Intern"	"   Greater New York City Area"	"J.P. Morgan"	2015.5	"2015.8"	"   Summer Data and Portfolio Analyst"	"   Greater New York City Area"	"JPMorgan Chase &amp; Co."	2016.2	"present"	"   Financial Markets Research Analyst"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Columbia University, Master&#39;s Degree in Statistics &#92;nActively looking for a full time job"	"New York, New York"	500	"Columbia University in the City of New York"	2016	"2017"	"   Statistics"	"   Master of Arts (M.A.)"	"University of International Business and Economics"	2012	"2016"	"   Financial Engineering"	"   Bachelor of Science (B.S.)"	""	NA	NA	""	""	"China Everbright Bank"	2015.8	"2015.10"	"   Risk Analyst"	""	"China Securities Co., Ltd."	2017.6	"2017.8"	"   Business Analyst"	""	""	NA	""	""	""	NA
"xxx"	"xxx"	"xxx"	"Research Assistant at Columbia Business School"	"New York, New York"	154	"Columbia University in the City of New York"	2017	"2018"	"   Statistics"	"   Master&#39;s degree"	"University of California San Diego"	2016	"2016"	"   Exchange Program"	"   Non-Degree"	"Southwestern University of Finance and Economics"	2013	2017	"   Financial Statistics &amp; Risk Management"	"   Bachelor&#39;s degree"	"Hubei Tianmingqihe Interenet Technology Co.Ltd"	2016.4	"2017"	"   Co-Founder"	"   Wuhan, Hubei, China"	"Bureau of Statitics Shanxi Province"	2016.7	"2016.8"	"   Intern"	"   Taiyuan, Shanxi, China"	"Columbia Business School"	2018.1	"present"	"   Research Assistant"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Data Scientist at JD Finance"	"Haidian District, Beijing, China"	500	"Columbia University in the City of New York"	2014	"2014"	""	"   Visiting Student"	"Columbia University in the City of New York"	2014	"2016"	"   Statistics"	"   Master&#39;s Degree"	"Chongqing University"	2010	2014	"   Applied Mathematics"	"   Bachelor&#39;s Degree"	"PrinceTechs"	2016.8	"2017.10"	"   Data Scientist"	"   Beijing City, China"	"Peking University"	2016.8	"2017.10"	"   Finance Researcher"	"   Beijing City, China"	"JD Finance"	2017.1	"present"	"   Data Scientist"	"   Beijing City, China"	NA
"xxx"	"xxx"	"xxx"	"Senior Data Analyst | Proficient in Statistics, Machine Learning , Data Science, SAS, R, Python, SQL and Tableau"	"Greater New York City Area"	394	"Columbia University in the City of New York"	2013	"2014"	"   Statistics"	"   Master of Arts (M.A.)"	"Xiamen University"	2009	"2013"	"   Statistics"	"   Bachelor&#39;s degree"	""	NA	NA	""	""	"Internet Business Japan Co. Ltd"	2013.12	"2014.5"	"   Digital Marketing Strategist Intern"	"   Greater New York City Area"	"UM Worldwide"	2015.2	"2017.3"	"   Analyst, Machine Learning Platform"	"   Greater New York City Area"	"UM Worldwide"	2017.4	"present"	"   Senior Data Analyst, Machine Learning Platform"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Statistics MA Student at Columbia University"	"New York, New York"	500	"Columbia University in the City of New York"	2014	"2015"	"   Statistics"	"   Master of Arts (M.A.)"	"Harvard University"	2012	"2012"	"   Business/Managerial Economics"	"   Associate&#39;s degree"	"Imperial College London"	2010	2013	"   Mathematics"	"   Bachelor of Science (BSc)"	"Imperial College Finance Society"	2012.3	"2013.3"	"   Vice President Corporate Relations"	""	"UBS Wealth Management"	2013.7	"2013.8"	"   Summer Intern"	"   Hong Kong"	"Standard Chartered Bank"	2014.6	"2014.8"	"   Summer Intern"	"   Shenzhen, Guangdong, China"	NA
"xxx"	"xxx"	"xxx"	"Columbia Univerity Graduate Student looking for Full-time Position"	"New York, New York"	500	"Columbia University in the City of New York"	2015	"2017"	"   Applied Statistics"	"   Master of Science (MS)"	"University of International Relations"	2010	"2014"	"   International Economics"	"   Bachelor of Arts (B.A.)"	""	NA	NA	""	""	"China Galaxy Securities Co.,Ltd"	2013.9	"2013.12"	"   Intern, Dept. of Financial Products and Institutions"	"   Beijing City, China"	"Shanghai Stock Exchange"	2014.2	"2014.5"	"   Assistant Analyst"	"   Shanghai City, China"	"HuaTai Securities Co.,Ltd."	2016.6	"2016.9"	"   Investment Banking Summer Analyst"	"   Beijing"	NA
