"xxx"	"xxx"	"xxx"	"Vice President at Goldman Sachs"	"Greater New York City Area"	418	"Columbia University in the City of New York"	2011	"2015"	"   Operations Research and Financial Engineering"	"   Ph.D"	""	NA	""	""	""	""	NA	NA	""	""	"Morgan Stanley"	2013.6	"2013.8"	"   Credit Portfolio Management"	"   New York"	"Goldman Sachs"	2014.6	"2014.8"	"   Principal Funding &amp; Investment"	"   New York"	"Goldman Sachs"	2015.1	"present"	"   Vice President Strats"	"   New York"	NA
"xxx"	"xxx"	"xxx"	"Fixed Income Credit Analyst"	"New York, New York"	429	"Columbia University in the City of New York"	2015	"2016"	"   Operations Research"	"   Master of Science"	"Korea University"	2008	"2015"	"   Business Administration and Mathematics"	"   Bachelor&#39;s degree"	""	NA	NA	""	""	"A.T. Kearney"	2015.2	"2015.4"	"   Financial Analyst Internship"	"   Gangnam-gu, Seoul, Korea"	"Mirae Asset Global Investments"	2017.5	"present"	"   Credit Analyst"	"   Greater New York City Area"	""	NA	""	""	""	NA
"xxx"	"xxx"	"xxx"	"Founder &amp; CEO at ZONVON"	"Greater New York City Area"	500	"Columbia University in the City of New York"	2008	"2010"	"   Operations Research, Financial Engineering"	"   Master"	"University of Chinese Academy of Sciences"	2004	"2007"	"   Computer Science"	"   Master"	"Tsinghua University"	2000	2004	"   Automation (Control Theory, Electrical Engineering &amp; Computer Science)"	"   Bachelor"	"AllianceBernstein"	2010.8	"2011.6"	"   Analyst"	"   Greater New York City Area"	"Morgan Stanley Investment Management"	2011.6	"2013.11"	"   Associate"	"   Greater New York City Area"	"Zonvon"	2014.8	"present"	"   Founder &amp; CEO"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Operation Research Analyst at Staples"	"New York, New York"	119	"Columbia University in the City of New York"	2014	"2015"	"   Operations Research"	"   Master&#39;s degree"	"Nanjing University"	2010	"2014"	"   Financial Engineering"	"   Bachelor&#39;s degree"	""	NA	NA	""	""	"Standard Chartered Bank"	2013.6	"2013.8"	"   Summer Intern"	"   Hangzhou, Zhejiang, China"	"LMG Capital LLC"	2015.6	"2015.9"	"   Quantitative Analyst"	"   Greater New York City Area"	""	NA	""	""	""	NA
"xxx"	"xxx"	"xxx"	"Vice President at Goldman Sachs"	"Greater New York City Area"	434	"Columbia University - Columbia Business School"	2008	"2013"	"   Operations Research"	"   Doctor of Philosophy (Ph.D.)"	"Peking University"	2004	"2008"	"   mathematics"	"   B.S."	""	NA	NA	""	""	"The Wharton School"	2013.8	"2014.2"	"   Postdoc Fellow"	""	"Goldman Sachs"	2014.3	"2015.12"	"   Associate"	"   Greater New York City Area"	"Goldman Sachs"	2016.1	"present"	"   Vice President"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Product &amp; Risk Manager, American Express"	"Greater New York City Area"	500	"Columbia University in the City of New York"	2015	"2016"	"   Financial Engineering"	""	"Tsinghua University"	2011	"2015"	"   Electronic Engineering"	"   Bachelor of Engineering (B.E.)"	""	NA	NA	""	""	"PricewaterhouseCoopers"	2015.1	"2015.3"	"   Risk Assurance Intern"	"   Beijing, China"	"Barclays"	2016.5	"2016.7"	"   Sales &amp; Trading Summer Intern"	"   Singapore"	"American Express"	2017.2	"present"	"   Product and Risk Manager"	"   Greater New York City Area"	NA
"xxx"	"xxx"	"xxx"	"Associate Professor at Jinan University"	"Guangzhou, Guangdong, China"	81	"The Chinese University of Hong Kong"	2002	"2006"	"   Operations Management"	"   PhD"	"Huazhong University of Science and Technology"	1999	"2002"	"   Systems Engineering"	"   Master"	"Huazhong University of Science and Technology"	1993	1997	"   Engineering"	"   bachelor"	"Universit̩ catholique de Louvain"	2008.7	"2010.9"	"   Post-doctoral Fellow"	""	"Jinan University"	2011.1	"present"	"   Associate Professor"	""	"Columbia University"	2015.9	"2017.1"	"   Visiting Scholar"	"   New York City"	NA
"xxx"	"xxx"	"xxx"	"Data Scientist and Product Manager"	"Vancouver, British Columbia, Canada"	500	"The University of British Columbia"	2006	"2008"	"   Operations Research"	"   Master of Management"	"The University of British Columbia"	2002	"2006"	"   Mathematics"	"   Bachelor of Science"	""	NA	NA	""	""	"Capgemini Consulting"	2011.2	"2013.1"	"   Senior Consultant"	"   London, UK"	"Van Journey"	2013.1	"2013.12"	"   Intrepid Traveller"	"   South America"	"NGRAIN"	2014.3	"present"	"   Product Manager"	"   Vancouver, Canada Area"	NA
"xxx"	"xxx"	"xxx"	"Operations Research Analyst at MITRE Corporation"	"Washington D.C. Metro Area"	477	"George Mason University"	2014	"2016"	"   Operations Research"	"   Master of Science (M.S.)"	"University of South Carolina-Columbia"	2010	"2014"	"   Applied Mathematics and Statistics"	"   Bachelor&#39;s of Science"	""	NA	NA	""	""	"University of South Carolina"	2013.6	"2013.6"	"   Undergraduate Research Assistant"	"   Columbia, South Carolina Area"	"George Mason University"	2014.8	"2015.5"	"   Graduate Teaching Assistant"	""	"The MITRE Corporation"	2015.8	"present"	"   Operations Research Analyst"	""	NA
"xxx"	"xxx"	"xxx"	"Director of Analytics &amp; Chief Data Scientist  at Concord Advice &#92;nand                &#92;nProfessor Columbia University "	"Greater New York City Area"	500	"Stanford University"	1976	"1982"	"   Applied Statistics"	"   Ph.D."	"University of California, Berkeley"	1972	"1976"	"   Statistics, Mathetmatics"	"   M.A., Ph.D."	"The University of Manchester"	1968	1972	"   Mathematics"	"   B.Sc."	"Prince Sultan University"	2008	"2010"	"   Adjunct Professor, Finance"	""	"Columbia University IEOR Department"	2008	"present"	"   Adjunct Professor"	"   Greater New York City Area"	"Samba Financial Group"	2008.4	"2016.12"	"   Assistant General Manager"	"   Al-Riyadh Governorate, Saudi Arabia"	NA
